#,At the beginning of the pandemic did you work or study?,Family,Friends,Pets,Roommates,People I didn't know,Alone,How many people did you live with in that period?,Bored,Stressed,Free,Optimistic,Peaceful,Lonely,Disappointed,Frustrated,Threatened,Before covid,During covid,Bored,Stressed,Excited,Hopeful,Peaceful,Lonely,Vulnerable,Disappointed,Anxious,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Mask mandate,Lockdown,Closing Workplace/University,Vaccination pass,Social distancing,Quarantine,Proud,Optimistic,Indifferent,Vulnerable,Disappointed,Hostile,Threatened,Anxious,Free,No,"Yes, in 2020","Yes, in 2021","Yes, in 2022",Stressed,Optimistic,Peaceful,Lonely,Vulnerable,Disappointed,Frustrated,Anxious,Threatened,1 before COVID-19?,2 before COVID-19?,3 before COVID-19?,4 before COVID-19?,5 before COVID-19?,6 before COVID-19?,1 during COVID-19?,2 during COVID-19?,3 during COVID-19?,4 during COVID-19?,5 during COVID-19?,6 during COVID-19?,Main Income,Bored,Stressed,Free,Proud,Optimistic,Lonely,Disappointed,Frustrated,Anxious,Did your studying situation changed during COVID-19?,Change in personal interests,Change in learning modes,Family / Friends / Advisors Influence,Low grades,Better Career Prospects,Economic Difficulties,Started working,Other / I prefer not to answer,How would you describe your job?,"In your daily job, do you work directly with the public?",Free,Aggresive,Frustrated,Disappointed,Vulnerable,Lonely,Optimistic,enthusiastic,stressed,Did your professional situation change during COVID-19?,Why did your professional situation change?,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Meeting a small group of friends (2-6 people),"Going to public places (cinemas, theaters, restaurants, gym)",Taking public transportation,Going to a crowded event outdoors,Do you feel you have gone back to your “normality”?,What is your job sector?,What is your major?,What is your gender?,How old are you now?,Where did you grow up?,What is your ethnicity?,Which of these emotions do you associate with COVID-19?
US,Work,,,Pets,,,,,,,,,,,,,Threatened,Monthly,Monthly,,Stressed,,,,,,,,2,2,2,2,,,,1,1,,,,,,,,,,Threatened,,,,"Yes, in 2020",,,,,,,Vulnerable,,Frustrated,,,Family,Physical health,Mental health,Spirituality,Relationships,Career & Finances,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,Lonely,,,,"No, it didn’t change",,2,2,2,2,2,2,2,2,8,Consumer Services & Retail,,Female,24-30,I'm from New York State,White,Vulnerable
US,Study,,,,Roommates,,,3,,,Free,Optimistic,Peaceful,,,,,Weekly,Weekly,,,,,,Lonely,Vulnerable,,Anxious,5,3,3,5,5,4,5,3,3,5,5,3,,,Indifferent,,Disappointed,,,,,No,,,,,,,,,,,,,Mental health,Family,Physical health,Career & Finances,Spirituality,Relationships,Mental health,Family,Physical health,Career & Finances,Spirituality,Relationships,Other / I prefer not to answer,,Stressed,,,,,,,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,4,4,4,7,,Information and Computing Sciences,Male,24-30,I come from abroad,Asian,Stressed
US,Study,Family,,,,,,3,Bored,,,,,,,,,Daily,Daily,,,Excited,,,,,,,5,4,4,5,5,4,5,4,5,5,5,4,,,Indifferent,,,,,,,No,,,,,,,,,,,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Family,,Stressed,,,,Lonely,,,,Yes because I changed my field of study,,Change in learning modes,,,,,,,,,,,,,,,,,,,,3,2,2,2,4,4,4,4,7,,Economics,Female,20-24,I'm from somewhere else in the US,Asian,Frustrated
US,Neither,,Friends,,,,Alone,,,,,,,,,,,Weekly,Weekly,,Stressed,,,,Lonely,,,Anxious,5,4,4,4,5,4,4,3,3,3,4,3,,,Indifferent,,,,,,,,,,"Yes, in 2022",Stressed,,,Lonely,,,,Anxious,,Career & Finances,Relationships,Family,Spirituality,Physical health,Mental health,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,3,3,3,5,Financials,,Female,24-30,I come from abroad,Asian,Stressed
US,Both,Family,,,,,,3,,,,,Peaceful,,,,,Daily,Daily,Bored,,,,,,,,,3,3,4,5,3,5,4,2,4,5,2,3,,,,,Disappointed,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Physical health,Family,Mental health,Relationships,Spirituality,Career & Finances,Physical health,Family,Mental health,Career & Finances,Spirituality,Relationships,Job,,,,,,,,Frustrated,,Yes because I changed my field of study,Change in personal interests,,,,,,,,,,,,,,,,,,,,,3,5,5,5,4,4,4,5,8,,"Language, Communication and Culture",Male,20-24,I come from abroad,Asian,Peaceful
US,Both,Family,,,,,,4,,,Free,,,,,,,Weekly,Monthly,,,,,Peaceful,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Career & Finances,Spirituality,Relationships,Mental health,Physical health,Family,Physical health,Spirituality,Career & Finances,Relationships,Mental health,Job,,,Free,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,,Studies in Creative Arts and Writing,Female,20-24,I come from abroad,Asian,Free
US,Study,,,Pets,,,Alone,,,,,,,,,,,Monthly,Monthly,,,,,Peaceful,,,,,3,1,1,5,3,3,3,3,3,3,1,1,,,Indifferent,,,,,,,,,,"Yes, in 2022",,,Peaceful,,,,,,,Physical health,Mental health,Relationships,Family,Spirituality,Career & Finances,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,Bored,,,,,Lonely,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,3,3,4,10,,"Language, Communication and Culture",Female,20-24,I'm from somewhere else in the US,Asian,Peaceful
US,Study,,,,Roommates,,,5,Bored,,Free,,,Lonely,,,,Daily,Weekly,,,,,Peaceful,,,,,5,3,3,4,4,5,5,4,4,5,4,5,,,,,,,,,Free,No,,,,,,,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Family,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,3,2,9,,Mathematical Sciences,Male,20-24,I come from abroad,Asian,Vulnerable
US,Study,,,,Roommates,,,1,Bored,Stressed,,,,Lonely,,,,Weekly,Weekly,,Stressed,,,,Lonely,Vulnerable,,,5,4,4,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,Threatened,Anxious,,,,,"Yes, in 2022",Stressed,,,Lonely,,,,Anxious,,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Family,Family,Bored,Stressed,,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,5,1,9,,Education,Female,20-24,I come from abroad,Asian,Vulnerable
US,Work,,,Pets,,,,,,,,,,,,,Threatened,Monthly,Monthly,,,,,,,,Disappointed,,1,2,2,2,,,1,1,1,1,,,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,,,,,,"No, it didn’t change",,2,2,2,2,2,3,3,3,9,Consumer Services & Retail,,Female,30-40,I'm from New York State,White,Vulnerable
US,Work,Family,,,,,,6,,,,,,,,,Threatened,Monthly,Monthly,,Stressed,,,,Lonely,,,,,2,2,2,,,2,2,2,,,,,,,Vulnerable,,,Threatened,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,,,Lonely,,,,"No, it didn’t change",,1,1,1,1,2,2,2,2,6,Information Technology,,Female,24-30,I'm from New York State,White,Frustrated
US,Work,Family,,,,,,6,,,,,,Lonely,,,,Monthly,Monthly,,,,,,,Vulnerable,,,2,2,2,,,,1,2,2,,,,,,Indifferent,,Disappointed,,,,,,,"Yes, in 2021",,,,,Lonely,,,Frustrated,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,Aggresive,,,,,,,,"No, it didn’t change",,2,2,2,2,2,2,1,1,6,Consumer Services & Retail,,Female,20-24,I'm from New York State,White,Vulnerable
US,Study,,,,Roommates,,,3,Bored,,,Optimistic,Peaceful,,,,,Weekly,Weekly,,,,,Peaceful,,,,,5,4,5,4,5,4,5,1,5,5,3,1,,,,,Disappointed,,Threatened,Anxious,,,,,"Yes, in 2022",,,,,,Disappointed,,,,Career & Finances,Physical health,Spirituality,Relationships,Family,Mental health,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,Bored,Stressed,,,,,,Frustrated,,Yes because I changed my field of study,Change in personal interests,,,,Better Career Prospects,,,,,,,,,,,,,,,,,3,2,2,1,5,5,5,2,9,,Information and Computing Sciences,Female,20-24,I'm from somewhere else in the US,Asian,Frustrated
US,Study,,,,Roommates,,,4,Bored,,Free,,Peaceful,,,,,Weekly,Weekly,,,Excited,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,Optimistic,Indifferent,,,,,,,,,,"Yes, in 2022",,Optimistic,,Lonely,Vulnerable,,,,,Career & Finances,Family,Physical health,Mental health,Relationships,Spirituality,Family,Career & Finances,Physical health,Mental health,Relationships,Spirituality,Job,,,Free,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,4,4,4,4,,Agricultural and Veterinary Sciences,Female,20-24,I'm from somewhere else in the US,Asian,Distant
US,Study,,,,,,Alone,,,,,,,,,,,Monthly,Monthly,,,,,,Lonely,,,,2,2,2,2,,,1,1,1,1,,,,,,Vulnerable,,,,,,,,"Yes, in 2021",,,,,,,,,,Threatened,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,,Earth and Environmental Sciences,Female,20-24,I'm from New York State,White,Disappointed
US,Study,,,Pets,,,,,,,,,,,,Frustrated,,Weekly,Weekly,,Stressed,,,,,,,,1,1,1,,,,2,2,2,,,,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,,Agricultural and Veterinary Sciences,Male,20-24,I'm from New York State,White,Frustrated
US,Study,,Friends,,,,,1,,,,,,,,Frustrated,Threatened,Weekly,Monthly,,,,,,Lonely,,Disappointed,,3,2,2,3,3,3,3,2,2,3,3,3,,,,,,,Threatened,Anxious,,,,,"Yes, in 2022",Stressed,,,,,,,Anxious,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,Other / I prefer not to answer,,,,,,Lonely,Disappointed,,,Yes because I dropped out university,,,,,,Economic Difficulties,,,,,,,,,,,,,,,,3,2,2,2,3,3,2,2,7,,Economics,Male,20-24,I come from abroad,Asian,Anxious
US,Study,,,,Roommates,,,2,,Stressed,Free,Optimistic,,,,,,Weekly,Weekly,Bored,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Physical health,Career & Finances,Family,Mental health,Relationships,Spirituality,Physical health,Career & Finances,Mental health,Family,Relationships,Spirituality,Family,,Stressed,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,3,3,2,1,3,,Chemical Sciences,Female,20-24,I come from abroad,Asian,Optimistic
US,Study,,,,,,Alone,,,,,,,,,,,Weekly,Weekly,,,,,,,Vulnerable,,,1,1,1,,,,,,1,1,,,,,,,Disappointed,,,,,,,"Yes, in 2021",,Stressed,,,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Job,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,,"Commerce, Management, Tourism and Services",Male,20-24,I'm from New York State,White,Disappointed
US,Study,,,,,People I didn't know,,1,,,,,Peaceful,,,,,Weekly,Weekly,,,,,,,Vulnerable,,,1,1,1,1,,,4,4,4,,,,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,Lonely,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Spirituality,Career & Finances,Loan,Bored,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,6,,Mathematical Sciences,Female,20-24,I'm from New York State,Black or African American,Frustrated
US,Study,,,Pets,,,,,,,,,,,Disappointed,,,Weekly,Weekly,,,,,,,,,Anxious,1,1,,,,,2,2,,,,,,,,Vulnerable,,,,,,,,"Yes, in 2021",,,,,Lonely,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,Proud,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,7,,Medical and Health Sciences,Male,20-24,I'm from New York State,White,Frustrated
US,Study,,Friends,,,,,4,,,,,Peaceful,,,,,Monthly,Monthly,,,,Hopeful,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,Vulnerable,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,7,,Law and Legal Studies,Female,24-30,I'm from New York State,White,Anxious
US,Study,,Friends,,,,,1,,Stressed,Free,,Peaceful,,,,,Daily,Weekly,,,,Hopeful,,,Vulnerable,,,5,4,4,5,5,5,5,4,4,5,5,5,,,,,,Hostile,Threatened,Anxious,,,,,"Yes, in 2022",,,,,,,,,Threatened,Physical health,Family,Relationships,Mental health,Career & Finances,Spirituality,Family,Physical health,Career & Finances,Relationships,Spirituality,Mental health,Family,,Stressed,,,,,Disappointed,Frustrated,,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,4,2,3,2,4,2,1,1,10,,Medical and Health Sciences,Female,24-30,I come from abroad,Asian,Stressed
US,Study,,,,Roommates,,,2,,,,,Peaceful,,,,,Weekly,Weekly,,Stressed,,,,,,,,1,1,1,,,,,2,2,2,,,,,,,,,,Anxious,,,"Yes, in 2020",,,,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,7,,Economics,Female,24-30,I'm from New York State,Black or African American,Anxious
US,Work,,Friends,,,,,1,,,,,,Lonely,,,,Weekly,Weekly,Bored,,,,,,,,,4,5,5,5,4,4,4,5,5,5,4,4,,,,,,Hostile,,,,No,,,,,,,,,,,,,Career & Finances,Relationships,Family,Physical health,Mental health,Spirituality,Career & Finances,Relationships,Physical health,Mental health,Family,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,0,,,Frustrated,,,,,,,"Yes, my contract ended",Other / I prefer not to answer,5,4,4,5,5,5,5,5,9,Information Technology,,Male,24-30,I'm from somewhere else in the US,White,Lonely
US,Study,,Friends,,,,,2,,,,,,,Disappointed,,,Weekly,Weekly,,,,,,Lonely,,,,1,1,1,,,,2,2,,,,,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Scholarship,,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,6,,Built Environment and Design,Female,24-30,I'm from somewhere else in the US,White,Frustrated
US,Study,,Friends,,Roommates,,Alone,,,,,,,,,,,Weekly,Weekly,Bored,,,,,Lonely,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,Disappointed,,,,,No,,,,,,,,,,,,,Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Family,Career & Finances,Relationships,Physical health,Mental health,Spirituality,Family,,Stressed,,,,Lonely,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5,5,4,5,5,,Engineering and Technology,Male,20-24,I come from abroad,Asian,Distant
US,Study,Family,,,,,,2,,Stressed,,,,,,,,Monthly,Monthly,,Stressed,,,,,,,,1,1,1,,,,3,3,3,,,3,,,,,Disappointed,,Threatened,,,,,"Yes, in 2021",,Stressed,,,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Job,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,4,7,,Physical Sciences,Female,20-24,I'm from New York State,White,Frustrated
US,Study,,,Pets,,,,,,,,,,,Disappointed,,,Monthly,Monthly,Bored,,,,,,,,,1,1,,,,,1,1,1,,,,,,,Vulnerable,,,,,,,,"Yes, in 2021",,,,,,Vulnerable,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Loan,,,,,,Lonely,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,6,,Chemical Sciences,Not-binary,20-24,I'm from New York State,Black or African American,Frustrated
US,Study,,Friends,,,,,7,,,,,,,,Frustrated,,Monthly,Monthly,,,,,,Lonely,,,,1,1,,,,,2,2,,,,,,,,Vulnerable,,,,,,,,"Yes, in 2021",,,,,,,,,,Threatened,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Loan,,,,,,,Disappointed,,,No,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,1,1,1,7,,Information and Computing Sciences,Female,20-24,I'm from New York State,White,Disappointed
US,Study,,,Pets,,,,,Bored,,,,,,,,,Weekly,Weekly,Bored,,,,,,,,,,,2,1,,,1,1,,,,,,,,Vulnerable,,,,,,,"Yes, in 2020",,,Stressed,,,,,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,6,,Chemical Sciences,Female,24-30,I'm from New York State,White,Frustrated
US,Work,Family,,,,,,2,Bored,Stressed,,,,Lonely,,,,Daily,Daily,,Stressed,,,,Lonely,,Disappointed,,5,4,4,5,5,3,5,5,5,5,5,5,,,,Vulnerable,Disappointed,,,,Free,No,,,,,,,,,,,,,Family,Relationships,Career & Finances,Physical health,Mental health,Spirituality,Physical health,Family,Career & Finances,Mental health,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,,Disappointed,,,,,stressed,Other / I prefer not to answer,,3,3,3,3,3,3,3,3,4,Health Care,,Female,20-24,I come from abroad,Asian,Frustrated
US,Study,,Friends,,,,,5,,Stressed,,,,,,,,Weekly,Weekly,,,,,,,Vulnerable,,,,,1,1,,,,,1,,,,,,,,,,Threatened,,,,"Yes, in 2020",,,Stressed,,,,,,,,Threatened,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Job,,Stressed,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,7,,Biological Sciences,Female,20-24,I'm from New York State,Multiracial,Frustrated
US,Work,,Friends,,,,,6,,,,,Peaceful,,,,,Monthly,Monthly,,,,,,,,Disappointed,,,,2,2,,,,1,,,,,,,,,,,Threatened,,,,"Yes, in 2020",,,,,,Lonely,,Disappointed,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,1,,,Frustrated,,,,,,,"No, it didn’t change",,2,2,2,2,1,1,1,1,7,Manufacturing & Logistics,,Male,30-40,I'm from New York State,Hispanic / Latino,Stressed
US,Work,,,Pets,,,,,,,,,,,,,Threatened,Monthly,Monthly,,,,,,,,Disappointed,,,2,2,2,,,,1,1,1,1,1,,,Indifferent,,Disappointed,,,,,,,,"Yes, in 2022",,,,,,,Frustrated,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Unemployed,0,,,,,,,,,stressed,"No, it didn’t change",,1,1,2,1,2,2,2,2,6,Real Estate,,Male,24-30,I'm from New York State,White,Frustrated
US,Work,,,,,,Alone,,,,,,,,,,,Monthly,Monthly,,,,,,,,Disappointed,,,2,2,2,,,,1,1,1,,,,,,,,,,Anxious,,,,"Yes, in 2021",,Stressed,,,,,,Frustrated,,,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Family,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,,,,Lonely,,enthusiastic,,"No, it didn’t change",,1,1,1,1,2,2,2,2,7,Media & Entertainment,,Female,40-50,I'm from New York State,White,Frustrated
US,Work,,,Pets,,,,,,Stressed,,,,,,Frustrated,,Monthly,Monthly,,,,,Peaceful,,Vulnerable,,,1,1,1,,,,2,2,2,,,,,,,,,,Threatened,,,,,"Yes, in 2021",,,,,Lonely,Vulnerable,,,,,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Unemployed,1,,,Frustrated,,Vulnerable,,,,,"Yes, I had a reduction in working hours and/or wage",Financial reasons,2,2,2,2,2,2,2,2,7,Health Care,,Female,30-40,I'm from New York State,White,Frustrated
US,Work,,,Pets,,,Alone,,,,,,,,,,,Monthly,Monthly,,,,,,Lonely,Vulnerable,,,,1,1,1,1,,1,1,,,1,1,,,,,Disappointed,,Threatened,,,,"Yes, in 2020","Yes, in 2021",,,,,,Vulnerable,,,,Threatened,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Relationships,Family,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,,Disappointed,Vulnerable,,,,,"Yes, my company went out of business",Career prospects,1,1,1,1,2,2,2,2,7,Financials,,Female,40-50,I'm from New York State,White,Frustrated
US,Work,,,Pets,,,,,,,,,,,Disappointed,,,Monthly,Monthly,,,,,,Lonely,Vulnerable,,,,,1,1,,,1,1,,,,,,,,,Disappointed,,,,,,"Yes, in 2020",,,,,,,,,,,Threatened,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Physical health,Mental health,Relationships,Career & Finances,Spirituality,,,,,,,,,,,,,,,,,,,,Permanent employed,1,,,Frustrated,,,,,,,"No, it didn’t change",,2,2,2,2,3,3,3,3,6,Food & Consumer Goods,,Male,24-30,I'm from New York State,Black or African American,Frustrated
US,Work,,,,,,Alone,,,,,,,,,,,Weekly,Weekly,,,Excited,,,,,Disappointed,,,1,1,1,,,,1,1,,,,,,Indifferent,,Disappointed,,,,,,"Yes, in 2020",,,,,,,,,,,Threatened,Physical health,Mental health,Relationships,Career & Finances,Spirituality,Family,Mental health,Physical health,Relationships,Career & Finances,Spirituality,Family,,,,,,,,,,,,,,,,,,,,Self - employed,1,,,,,Vulnerable,,,,,"Yes, my company went out of business",Financial reasons,1,1,1,1,2,2,1,1,6,Consumer Services & Retail,,Female,30-40,I'm from New York State,White,Stressed
US,Study,Family,,,,,,2,Bored,Stressed,,,,,,,,Daily,Weekly,,,,,,Lonely,,Disappointed,,5,5,5,5,5,5,5,3,3,3,5,4,,,Indifferent,,Disappointed,Hostile,,,,,,,"Yes, in 2022",,,,,,,,Anxious,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Family,Job,,,,,,,,,Anxious,No,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,5,5,5,10,,Information and Computing Sciences,Female,20-24,I'm from somewhere else in the US,Asian,Stressed
US,Study,,,,Roommates,,,2,,,,Optimistic,Peaceful,,,,,Daily,Daily,,,,,,Lonely,,,,5,5,5,3,3,4,4,4,4,4,3,3,,Optimistic,,,,,,,,No,,,,,,,,,,,,,Career & Finances,Physical health,Family,Mental health,Relationships,Spirituality,Physical health,Career & Finances,Relationships,Family,Mental health,Spirituality,Family,Bored,,Free,,Optimistic,,,,,No,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,5,4,3,3,3,,Biological Sciences,Male,20-24,I'm from somewhere else in the US,Asian,Stressed
US,Study,,,Pets,Roommates,,,,,,,Optimistic,,,,,,Daily,Daily,,,,,,Lonely,Vulnerable,,,5,5,5,5,5,5,4,4,4,4,4,4,,,,,Disappointed,,,Anxious,,No,,,,,,,,,,,,,Physical health,Mental health,Family,Relationships,Career & Finances,Spirituality,Mental health,Physical health,Family,Relationships,Career & Finances,Spirituality,Family,,,,,Optimistic,,,,,Yes because I changed my field of study,,,,,Better Career Prospects,,,,,,,,,,,,,,,,,3,3,1,1,3,3,1,2,5,,Engineering and Technology,Female,24-30,I come from abroad,Asian,Optimistic
US,Study,,,Pets,Roommates,,,,Bored,Stressed,,,,,,Frustrated,,Weekly,Daily,,,,,,,,Disappointed,,5,4,4,5,5,5,5,4,4,5,4,4,,,,,,,,Anxious,,No,,,,,,,,,,,,,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,Physical health,Mental health,Career & Finances,Relationships,Spirituality,Family,Job,,,,,,,,Frustrated,,No,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,5,4,5,2,4,,Mathematical Sciences,Not-binary,24-30,I come from abroad,Asian,Distant
US,Study,Family,Friends,Pets,Roommates,,Alone,,,,,,,,,,,Once per year,Weekly,,Stressed,,Hopeful,Peaceful,,,,,5,4,5,5,5,4,5,3,5,5,5,3,,,,Vulnerable,,,,,,No,,,,,,,,,,,,,Physical health,Career & Finances,Mental health,Family,Relationships,Spirituality,Physical health,Career & Finances,Mental health,Relationships,Family,Spirituality,Family,Bored,Stressed,,,,,,,Anxious,Other / I prefer not to answer,,,,,,,,,,,,,,,,,,,,,,5,4,4,2,5,4,4,3,3,,Engineering and Technology,Female,20-24,I come from abroad,Asian,Frustrated
US,Work,Family,,,,,Alone,,,,,,,,,,,Daily,Daily,Bored,,,,,Lonely,,Disappointed,,5,3,2,5,5,5,5,3,2,5,5,5,,,,,Disappointed,,Threatened,Anxious,,No,,,,,,,,,,,,,Career & Finances,Relationships,Mental health,Family,Spirituality,Physical health,Career & Finances,Physical health,Mental health,Family,Relationships,Spirituality,,,,,,,,,,,,,,,,,,,,Fixed term employed,0,Free,,,,,,Optimistic,enthusiastic,,"Yes, due to smartworking",Work environment,4,4,3,5,5,4,3,5,8,Other / I prefer not to answer,,Male,20-24,I come from abroad,Asian,Optimistic
